gene_name	C1	C2	C3	P1	P2	P3
FGF7P6	0.201678408	0.055929522	0.114687815	0	0.073662223	0
CYP26C1	0.027427895	0.012677188	0.220962222	0.146013383	0.100179277	0
AC138649.2	0.085162641	0.078724438	0.161430556	0.08243025	0	0.243250623
AL035604.1	0.046650864	0.04312411	0.044214663	0.0903082	0	0
CYB561D2	0.149849406	0	0.047341324	0.14504158	0	0.475573181
AC036214.1	0.057767475	0.053400316	0.018250247	0	0	0.073334056
AL355922.2	0	0	0.098450296	0	0.09484967	0
LYPD6B	0.084825745	0.062730409	0	0.229891656	0.04647339	0.064610225
ALK	0.11386552	0.105257411	0.038542584	0.031489204	0.037132965	0.503339645
AC136469.1	0	0	0.334075955	0	0	0.223733449
RNU1-8P	0.727753479	0	0	0	0	0
SLC6A14	0	0	0	0	0.193379574	0.02520454
AC091887.1	0.273529212	0	0.25924497	0	0	0
AL023583.1	0.052528138	0.097114136	0.049785014	0.152528416	0	0
OR6L2P	0	0	0.184554392	0	0	0.061798807
VIPR2	0.011699077	0.118961032	0	0.067942315	0.053413006	0.133664606
ZNF860	0.017768471	0.328503871	0.050521697	0.068793521	0	0.152256605
MIR3135A	0	1.441577375	0	0	0	0
CXXC1P1	0.076289278	0.070521892	0.2169159	0.129222772	0.278643503	0
RDH10-AS1	0.078978771	0.029203225	0.044912605	0.045866872	0.173080061	0.045117519
KLHL7-DT	0.083760689	0.015485694	0.333423463	0	0.045889879	0.063798991
Metazoa_SRP	0.419857777	0	0.198965982	0	0	0
AL109615.2	0.090989864	0.050466678	0.079770328	0.046237018	0.09139262	0.047647409
AP005482.2	0	0	0	0	0	0
AC083829.1	0.091384569	0	0	0.088452552	0	0
SULT1C2	0.057187439	0.264320652	0.027100498	0.006919077	0.006527338	0.551288915
AP005717.1	0.061737442	0.228280633	0	0.239026536	0.19730682	0.029390178
AL358790.1	0.064977989	0.060065724	0	0	0.059332369	0.371194132
MIR548A1HG	0.090421178	0	0	0.08752007	0.082564924	0.143483675
AP001099.1	0.070221827	0	0.066554703	0.067968803	0	0
NAP1L1P1	0.225925351	0.20884564	0.05353177	0.054669169	0.05157395	0
AC025678.3	0.099568262	0.080535884	0.011796076	0.120467095	0.113646578	0.10664906
AL663074.1	0.200801545	0	0	0	0	0
BNIP3P32	0.216749682	0	0.308145872	0	0	0
EVPL	0.047967773	0.044341461	0	0.332739419	0.087600175	0.114175559
AC004584.1	0	0	0	0.211706107	0	0
GYPE	0.029915128	0.055307154	0.0283529	0.02895532	0.027315949	0.02848226
AC005790.1	0.133421471	0.123334953	0	0	0	0
AL360093.1	0.159963576	0	0	0.154831243	0.146065122	0.101534452
MTND6P21	0.124563614	0	0	0	0.113740891	0.118597295
ZBTB20	0.047094363	0.050499534	0.073201403	0.016410013	0.073964411	0.077122476
AC005580.1	0	0	0	0	0.047465895	0
RN7SL187P	0	0	0	0	0.180934354	0
AKR1C5P	0	0	0	0	0	0
AC093117.1	0.193587119	0.076693776	0.026211088	0	0	0
AL161729.1	0.042824295	0.039586825	0.202939625	0	0	0.244638643
AC090666.1	0	0	0	0.130591745	0.123197998	0.128458194
AL121878.1	0	0	0	0	0	0
RNA5SP285	0	0	1.434561454	0	0	0
AL031736.2	0	0	0	0	0	0.145270385
AL133406.1	0.160748761	0	0.228531209	0	0.073391043	0
MIR150	0	0	0	0	0	0
RPS10P16	0	0.223793262	0	0	0.110530462	0
AC012462.1	0	0	0	0	0	0
CR381653.2	0.078176643	0.072266574	0.444564617	0	0	0
AP003065.1	0	0	0.202506302	0	0.097550017	0.305145354
AL590666.5	0	0	0	0	0	0.082966468
HNRNPA1P8	0.063133188	0	0	0.122215198	0.057647854	0
AL160291.1	0.119839645	0.055389949	0	0	0	0
AL109947.1	0.037951746	0	0.14387932	0	0	0.216803652
RNU5B-3P	0	0	0	0	1.430168068	0
AC080013.2	0	0	0	0.359834839	0	0.176978007
CAPN14	0.105491374	0.041792718	0.099982404	0.08752007	0.013760821	0.143483675
RPS3AP3	0	0	0	0	0	0
SNORA84	0	0	0	0	0	0
MIR1910	0	0	0	0	0	1.429097408
AC022106.1	0	0	0	0	0	0.223879489
CR786580.1	0.055798942	0.051580603	0.141026694	0.054008668	0.06793446	0.123961361
AC020636.1	0	0.098231379	0	0.102855445	0	0.202350075
AC092641.1	0.155543166	0	0.073710196	0.150552659	0.142028781	0.148092996
AL158824.1	0.533685885	0.246669906	0	0	0.121829132	0
CRYBA2	0	0	0	0.079880861	0.113037339	0
AC098828.1	0	0.504552081	0	0	0	0.259835892
AC005725.1	0.483633641	0.234180291	0.13096495	0	0	0
AC073333.1	0	0	0.087815233	0	0.084603564	0
AC006055.1	0	0	0	0	0	0.278169812
AC139272.1	0.281435916	0.433599445	0.177825847	0	0.085661108	0
AC004551.1	0.104416804	0.096523007	0	0	0	0.198830944
A4GNT	0.13499643	0.031197712	0.031986662	0.130665152	0.061633625	0
AC005495.2	0.234988893	0	0.334075955	0	0	0
GJB3	0	0.04699469	0.048183125	0.246034405	0	0.072604441
RPS27P16	0	0.27612303	0	0	0	0
SPINK4	0.184453647	0.341018304	0	0.089267783	0.168427371	0
AC007000.3	0	0	0	0	0	0.09264813
AC138409.1	0.016686954	0	0.015815528	0	0.106659746	0.254202985
RNA5SP530	0	0	0	0	0	0
RNA5SP341	0	0	0	0	0	0.48858031
AC040168.2	0	0	0	0	0	0
AC138207.6	0.14334977	0.022085447	0.090575839	0.138750481	0.021815802	0.136483636
RNA5SP179	0	0.91736742	0	0	0	0
AC005703.4	0.111597885	0	0	0.216034671	0	0
U3	0.306324806	0	0	0	0	0
FNDC7	0.058290934	0.017961401	0	0.037613804	0.141936853	0.258994999
SNORD111B	0	0	0	0	0	0
Z69706.1	0.439046889	0	0	0.21248017	0	0.104504381
AC011443.1	0.164492225	0	0.311804225	0	0.300400599	0
LINC02590	0.105517859	0	0	0	0	0.10046379
AL137849.1	0	0	0	0	0	0
AC116428.1	0.140717958	0	0.088912923	0.045401036	0.171322217	0
AC100763.1	0	0	0	0	0.210050227	0
AL157911.1	0	0	0.497414956	0	0	0
AL807757.2	0	0.142492244	0	0	0.281505054	0.14676225
CCDC116	0.040691062	0.018807431	0.077132187	0.059078272	0.111466844	0.17433923
AL096701.2	0	0	0.239093576	0	0	0.720553315
RGPD6	0.090224152	0.041701652	0.132544323	0.021832341	0.032954007	0.064426963
AL359317.1	0.103874848	0	0.098450296	0.100542087	0	0
LINC01374	0	0	0.089052067	0	0.25738549	0
HMGB3P5	0	0	0	0	0	0
AC099542.1	0.142838213	0	0.135378916	0.230425561	0.0434759	0
RN7SL861P	0	0.973696999	0	0	0	0
IGHV4-4	0	0	0	0	0	0
ZACN	0.083640114	0.025772338	0.052848174	0.107942097	0.025457678	0.172540202
MIR5696	0	0	0	0	0	0
TUBA4B	0.213537624	0	0.101193132	0.068895467	0	0.203309649
AC133550.1	0	0	0.444564617	0	0	0
RN7SL610P	0.412643725	0	0	0.199702153	0	0
AC010524.1	0	0	0	0	0.110977954	0
FCAMR	0.084777834	0	0.032140226	0.016411558	0.185788566	0.113004031
TMEM100	0.020660586	0.057296004	0.039163297	0.019997704	0.094327442	0
AP003354.1	0.225289539	0.104128947	0	0	0.205715232	0
METTL21EP	0.33398186	0.023748707	0	0	0.023458755	0.171222625
AL137786.1	0	0	0.025678823	0.013112213	0	0.038693973
COL5A1-AS1	0.106077141	0	0	0	0.096860617	0
AP001767.1	0.419857777	0.194058493	0	0	0	0.199873763
KIRREL3-AS1	0	0	0	0	0	0
AC073410.2	0.180842356	0	0	0.17504014	0.165129847	0
AL669818.1	0	0.091434479	0	0	0	0
AC069200.1	0.185881307	0.343657764	0	0.179917419	0	0
PRELP	0.041629164	0.192410223	0.236731237	0.090660416	0.095030524	0
STARD13-AS	0.041406663	0.057414547	0.098110812	0.21041032	0.122879383	0.009855844
AP001922.5	0	0.42627288	0.087410555	0	0.336854742	0.087809365
CCL4	0.03344828	0	0.031701544	0.064750224	0	0.031846182
TMEM139	0.023416405	0.06493845	0.110967767	0.067995312	0.171054943	0.156063679
MIR4672	0	0	0	0	0	0
RRM2P2	0.092085371	0.085123817	0	0.089130869	0.168169047	0
AC008753.3	0	0	0	0.390896815	0	0.256340342
AC133435.1	0	0.192710864	0.395168549	0	0	0.099242876
AC243960.2	0.160748761	0.148596329	0	0.077795618	0.146782086	0.229573881
AL390957.1	0.154588157	0.03297726	0.045081617	0.069059211	0.054291057	0.028304563
HIST1H3A	0.146081903	0	0	0.141394955	0	0
Z98742.3	0	0.510742904	0.174552978	0	0	0
WHAMMP2	0.063133188	0.041685991	0.008548035	0.061107599	0.041177039	0.017174071
AC090844.2	0	0.057513709	0.176904469	0.180663191	0.113623024	0.059237198
AC008532.1	0.191209115	0.176753914	0.181223793	0	0.087297945	0
LINC01700	0.11271526	0.03473137	0	0.254564008	0.034307327	0.107316451
AC011447.3	0.046440373	0.078704141	0.095366188	0.119867632	0.091878358	0.103170626
C16orf96	0.031409711	0.029035171	0.074423582	0	0.143403372	0.059810511
RN7SL297P	0	0	0	0	0	0.195098622
C17orf64	0.049660597	0	0.047067222	0.240336338	0	0.094563931
ODF3	0	0.124921255	0.018297193	0.056057871	0.035256019	0.036761348
SLC52A1	0.076308671	0.126971673	0.028929472	0.014772071	0.055742867	0.319676085
AL161729.2	0	0	0	0.127441505	0	0
UGT2B11	0	0.2590191	0.072428007	0.147933797	0.209337286	0.072758459
PDC	0	0.166794076	0.171012084	0.087322805	0.041189413	0.042948081
AL121935.2	0.112014295	0.051773068	0	0	0.10228192	0.319947181
NR2F2-AS1	0.040015009	0.174381039	0.092104409	0.044264173	0.104395143	0.005442626
ADCY1	0.030092914	0.218569389	0.162979439	0.079060089	0.180571604	0.040930758
USP50	0.062967658	0.203725801	0	0.06094738	0.028748353	0.029975824
AC053481.2	0.240158648	0.037000486	0.075872361	0.077484435	0.073097479	0
AL589739.1	0	0	0.346273454	0.23575386	0.333609184	0.115951108
TSHB	0.223611404	0	0	0	0	0
HSPE1P28	0	0	0	0	0	0
AC097499.2	0	0	0	0	0	0
TPT1P10	0.121047706	0.111896631	0	0.117163965	0	0.230499582
MIR450B	0	0	0	0	0	0
AC006960.2	0.113069043	0	0.107164352	0	0	0
AC093844.1	0.044114373	0.570911245	0.209053163	0	0.201407455	0
AC068491.4	0.035526427	0.114942338	0	0.034386584	0	0.033824791
RPL12P30	0.120319964	0.556119528	0	0	0	0
AL591242.1	0.104416804	0	0	0	0.095344538	0.596492831
AC137810.1	0	0.102779128	0	0	0.101524276	0.105859067
LDHAP2	0.121907943	0	0	0.058998301	0	0
TCAF2P1	0.041463855	0.038329233	0.03929853	0.120400538	0.018930632	0.039477829
PGLYRP2	0.038647996	0.03572625	0.036629721	0.112223997	0.035290061	0.165585796
RNU6ATAC29P	0.480317296	0	0	0	0	0.45731117
LINC01118	0.125082629	0.066072296	0.03387159	0.034591266	0.032632803	0.017013064
AC025040.1	0.122446626	0.075459863	0	0.079012001	0.111807837	0.116581706
ANKUB1	0.045873825	0.033924651	0.043478202	0.026641195	0.041888072	0.192176913
CCDC13-AS1	0.025333191	0.140508175	0	0.073561173	0.138792682	0.048239575
AC090023.2	0.044906254	0	0	0	0	0
VIPR1-AS1	0.092422031	0.032038135	0.010949446	0.033546273	0.021097983	0.219988056
Metazoa_SRP	0	0	0	0	0	0
AC104031.1	0	0	0	0.15621862	0.442121849	0
AL355598.1	0	0	0	0	0	0
SNORA72	0	0	0	0	0	0
AC105137.1	0	0	0	0	0.117646157	0
AC115285.1	0	0	0.231946757	0	0	0
AC010207.1	0.061705716	0	0.087724981	0	0.309894246	0
ATF6B	0	0.04588101	0.015680427	0.048040777	0.120855573	0.110263785
KLHL6-AS1	0	0	0.113129763	0	0	0.113645917
SDR42E1P5	0.069329864	0	0.06570932	0	0.253224523	0.264036473
RNA5SP383	0	0	0	0.484277721	0	0
AL031008.1	0	0	0	0.107418348	0.101336616	0.211326789
AL354950.1	0.10570363	0.488562755	0	0	0	0.301921988
SCGB1C1	0.276044423	0	0	0	0	0
SMIM38	0.082813327	0	0	0	0.075618082	0.098558442
MIR429	0	0	0	0.70016056	0	0
AL139184.1	0.141269793	0.065294975	0	0.341843097	0.064497776	0
AC003002.3	0.099239111	0	0.282169939	0	0	0.188971558
AC007622.1	0	0.414958721	0.106363123	0	0.204946203	0
AC010255.2	0	0	0	0.543115201	0	0
AC133040.1	0	0	0	0	0	0
AL049646.1	0.111356406	0.068625322	0.052770576	0	0.186415518	0.088352235
AC007998.3	0	0.121180631	0.062122567	0.634424961	0.179551668	0
NUTM2B	0.047275324	0.043701361	0.089613025	0.022879262	0.010791951	0.112527355
TAF9	0.048912148	0	0	0.047342832	0.24564326	0.023284683
AC069528.1	0.065688908	0	0	0.06358132	0.05998152	0
LINC00887	0.024672144	0.091227826	0.035075573	0.03582083	0.056321255	0
AC079753.1	0.031044293	0	0	0.030048256	0.042520509	0.01477867
HAS2-AS1	0.053160671	0.068798495	0.050384515	0.154365131	0.06795852	0.050614394
CYP4F24P	0.037999786	0	0	0.073561173	0.03469817	0
AC093525.3	0.209197429	0	0.396545442	0	0	0
AL355309.1	0	0	0	0	0	0
NOTUM	0	0.247686054	0	0	0.037640308	0.25510836
AL161454.1	0	0	0	0	0.385399714	0.401855159
AC007406.4	0	0	0	0.151930265	0	0.29889619
AC130888.1	0	0	0	0.640014609	0.120755747	0.125911666
AC006449.2	0	0	0	0	0	0
MIR5692C1	0	0	0	0	0	0
AC069154.1	0.110774284	0	0	0	0	0.31640533
AC022325.2	0	0	0	0	0	0.155972432
CP	0.118856797	0.031391815	0.120696276	0.098608586	0.201555549	0.01616626
PCDHB8	0	0.282549165	0.331079395	0.147924831	0	0.020786871
AL031595.1	0.050999925	0.011786097	0.024168304	0.049363624	0.011642198	0.218507142
AC087627.1	0.153456005	0	0.036360557	0.037133116	0	0.036526451
Metazoa_SRP	0	0	0	0	0	0
AC007922.1	0	0	0	0	0.119440325	0.124540079
AC112487.2	0	0	0.187185102	0	0.180339175	0
PCDHB12	0.108458744	0.200518763	0.088109839	0.029993975	0.113183193	0.029503946
AC105384.2	0	0	0	0	0	0
AC055733.3	0	0	0.108803577	0	0	0
AL354855.1	0	0.339973837	0.174285669	0	0.083955757	0.175080846
RNA5SP67	0	0	0	0	0	0
BNIP3P22	0	0	0	0.104520371	0.098602715	0.102812763
CIB3	0	0	0	0	0	0
PCDH19	0.061541269	0.073955461	0.058327461	0.077436782	0.089910798	0
SPTLC1P4	1.385530663	0	0	0	0	0
AF228730.4	0	0	0	0.533149784	0	0
AF127577.5	0	0.124441096	0.255176103	0.260597877	0.368765309	0
SLC22A2	0.010035043	0	0	0.048565374	0.247404973	0.02866316
AC020550.1	0	0	0	0.71304695	0	0
AC080078.1	0	0	0.416372715	0	0	0.418272412
AC100782.1	0	0	0.096447917	0	0	0
RN7SL246P	0	0	0.384488317	0	0	0
AC025810.1	0	0	0	0	0	0
MST1R	0.10288594	0.042270167	0.043339125	0.033194969	0.073069643	0.087073719
AP000317.2	0.280996858	0.173169201	0	0.362641663	0	0
MPV17L	0.079893097	0.083084924	0.132511609	0.057997332	0.045594735	0.047541497
CELF3	0.070906008	0.032772795	0.016800789	0.051473274	0.040465832	0.08438721
AC024082.2	0	0	0	0	0	0
AL353751.1	0.048832584	0.067711341	0.161988571	0.118164552	0.133769278	0
AL391863.1	0	0	0	0.171089283	0.107601785	0
OR7E115P	0.058632482	0	0	0	0	0.279120587
CYP2E1	0.118556805	0.046144859	0.029569877	0.054356676	0.028488417	0.100996283
AC100835.1	0	0.222894494	0.228531209	0.116693427	0.110086565	0.11478694
ATP6V1G1P4	0	0	0	0	0.490953217	0
AL157955.1	0	0	0	0	0	0.345401186
LINC01426	0.044506792	0.082284253	0.042182558	0.172315275	0.010159954	0.095343786
MIR126	0	0	0	0.683686194	0	0
AP000357.2	0	0	0.190634074	0.097342255	0.091831004	0
OR52K1	0.022008674	0.030517263	0	0.085210156	0	0.041909015
AL360091.3	0.155141246	0.143412736	0	0	0	0.147710326
AP001591.1	0.358445744	0	0	0.173472616	0	0
AC009244.2	0.04955812	0.02290579	0.093940191	0	0	0.141553189
GVQW2	0.040120055	0.111261067	0.114074716	0.019416414	0.164853987	0.152793575
AC112225.1	0	0	0	0	0.184589594	0
MS4A5	0	0.060722898	0	0	0	0
NECAP1P2	0.082585505	0	0.078272725	0.399678999	0	0
AC073592.9	0	0	0	0	0	0
PPIHP1	0	0	0.223154004	0	0	0
HMGB3P9	0	0	0.097605954	0.299039416	0.094036208	0
CCDC54	0	0	0	0	0	0
GLRX3P2	0.115683357	0.05346891	0.05482107	0	0	0.055071191
RN7SL789P	0	0	0	0	0	0.585295867
AC025278.1	0.233163736	0	0	0	0	0.110997857
AC017002.2	0.075807654	0.210230034	0.287395308	0	0	0.21652991
SNORD60	0	0	0	0	0.660519389	0
LACTB2-AS1	0.132197421	0.12220344	0.062646904	0.053314978	0.060355717	0.083910307
RNU6-554P	0	0	0	0	0	0
AC078820.2	0.021230432	0.098127173	0.120730419	0.143844867	0.155086589	0
AL160287.1	0	0	0.034466548	0.105596596	0	0.207742809
RN7SKP193	0	0	0.37192334	0	0	0
AC074351.1	0	0	0	0	0.151445053	0
HMGB2P1	0.094699782	0	0	0.091661398	0	0.360655497
AL356309.2	0.250513194	0	0	0	0	0
KIAA1549L	0.017759273	0.098500147	0.050495545	0.051568433	0.170270694	0.025362965
SMARCE1P5	0.098023938	0.18122687	0.092904932	0	0.044753559	0
DEUP1	0.085223083	0.196950777	0.080772564	0.041244376	0.116727699	0
AC007222.2	0.101848451	0	0	0.098580706	0	0
U8	0	0	0	0	0	0
IFNK	0.05266637	0.0973697	0.149748082	0	0	0
RUNX1T1	0.053230583	0.09021175	0.117718477	0.060109832	0.153917854	0.025340479
ZNF649-AS1	0.103695444	0	0.098280261	0	0.094685854	0.197457327
AC124312.4	0	0.265553727	0	0	0.131155764	0
AC025449.2	0.098554928	0.072883426	0.112089831	0.076314283	0.161985549	0
GOLGA6L17P	0.193551457	0.071567671	0	0.112404887	0	0.07371231
PAQR9-AS1	0.162966737	0.037661657	0.24455579	0.092013862	0.049602451	0
ZNF30-AS1	0	0.444005831	0.546281002	0	0	0
AC008543.3	0	0	0	0.11835708	0.781592189	0
MIR6124	0	0	0	1.367372387	0	0
ERVW-1	0.029383195	0.090539525	0.111394984	0	0.053660466	0
AC011933.2	0.021519592	0.079570938	0.061187388	0.062487448	0	0.040977703
SNORA63D	0.454845925	0	0	0	0	0.433059821
AL136038.5	0	0	0.03905578	0.119656815	0.037627391	0
RPL21P132	0	0.120131448	0	0.125786421	0	0.247462755
RNU2-16P	0	0	0	0	0	0
AC079414.1	0	1.137310019	0.116607113	0	0	0
PSMA6P2	0.087521373	0	0.165901665	0	0	0
RN7SL398P	0.402950752	0.186244057	0.190953929	0	0	0
AC008972.1	0	0.086719889	0	0	0	0.982504468
HAGLROS	0	0.346570118	0.152286185	0.311043674	0.195622156	0
LINC01848	0	0	0	0.224375778	0	0
AC027279.3	0	1.364772023	0	0	0	0
ITIH3	0.131821585	0.056241239	0.019221169	0.157036518	0.027777289	0.048272164
AC091114.1	0.063133188	0	0.029918124	0	0.028823927	0.090163874
IFIT1P1	0.165740958	0	0.039271409	0.040105815	0.037835134	0.236703504
SYT15	0.083854277	0.062011988	0.047685143	0.040581932	0.076568588	0.055886491
TUBB2BP1	0	0.509765593	0	0	0	0
PCDHGA4	0.049142347	0.295277052	0.081508062	0.011891411	0.134617825	0
AMMECR1-IT1	0.10702257	0	0.101433638	0	0	0.305689285
ELOBP4	0	0.187502463	0	0	0	0
RPL15P18	0.294312069	0	0	0	0	0.280215178
AL139353.3	0.146081903	0	0.138453214	0	0	0
RN7SL502P	0	0.382763648	0	0	0.189045204	0
AP001011.1	0.05723514	0	0.054246207	0	0.052262259	0.217974819
AL137800.1	0	0	0	0.135937606	0	0.334291791
C20orf202	0.037314893	0	0.070732469	0.036117667	0.102218352	0.071055185
AC099667.1	0	0.118338441	0.363993205	0.123909012	0.116893623	0
RNA5SP60	0	0	0	0	0	0
AC108134.1	0.098071973	0	0	0.189850789	0	0.074699636
CLIP1-AS1	0.066378841	0.030680337	0.062912406	0.032124559	0.121223017	0.252797772
NDUFB4P10	0.167241398	0	0.158507719	0	0	0
MTATP6P29	0	0	0	0	0	0
RPS15AP30	0	0	0	0	0.140572075	0
C10orf105	0.098204313	0	0	0.047526744	0	0.070125409
AC005786.4	0.264104085	0.162758736	0	0.085210156	0	0.08381803
AC068189.2	0.116130874	0.107351507	0.110066288	0	0	0.07371231
NEK10	0.10025408	0.127428098	0.077202622	0.024259372	0.085822025	0.023863033
AC107956.1	0	0.190724154	0	0	0.251194086	0
COX6A2	0.253867493	0	0	0	0	0.241707807
EEF1B2P7	0	0.08210167	0.084177916	0	0	0.507371861
LINC02086	0.10893666	0.014385881	0.132747133	0.060252282	0.056840963	0.029633954
NDUFB4P9	0	0	0	0.299553229	0	0
RHOXF1P3	0.15746633	0.062383734	0.106602231	0.043546891	0.061622079	0.064253162
IGKV2D-24	0	0	0	0	0	0.439722279
MIR99AHG	0.100704833	0.131879848	0.107376554	0.08122815	0.081737851	0.015980216
AL137139.2	0.069666275	0.035127044	0.042017922	0.018390293	0.086745426	0.078389309
PPIAL4C	0.100066103	0.092501215	0	0	0	0.285819482
AC068025.2	0	0	0	0	0.261685486	0.272858694
RNU6-902P	0.659776506	0	0	0	0	0
LINC00266-1	0.292265392	0	0	0.040412605	0.038124554	0.079504724
AC011473.3	0	0	0	0	0	0
AL445220.1	0	0	0	0.207918878	0	0.102260995
LINC00604	0	0.06229038	0	0	0	0.06415701
UPK1B	0.106453302	0.073804161	0.025223524	0.592467424	0.048602047	0
PRAP1	0	0.074099772	0.151947319	0	0	0.152640578
AL354714.3	0.208833607	0	0	0	0	0
NENFP1	0	0.238200553	0.12211217	0.498826837	0	0.122669305
POU1F1	0	0.212646471	0	0.148437615	0.035008371	0.036503127
BDH2P1	0.163151256	0.075408599	0.077315586	0.078958324	0	0
AL159159.1	0	0	0	0	0	0.32852814
STK4-AS1	0.087224691	0.161261198	0.165339286	0.028142047	0	0
AC104137.1	0	0	0.295606603	0	0.142397686	0
EXTL1	0.079312632	0.109975024	0.187926919	0.076767935	0.168983604	0.025171245
AC113208.1	0.458318031	0	0	0	0	0
AC015818.5	0.284099347	0.262621746	0	0	0.086471781	0
ANGPTL8	0.049092119	0.045380809	0.046528431	0	0.134480235	0
AL445213.2	0	0.200002627	0.102530218	0	0	0
AL450322.2	0.096217407	0.066707607	0.045596371	0.093130331	0.087857547	0.183217616
MSH4	0.036721506	0	0.034803835	0.071086638	0.033530954	0.034962628
AP000867.5	0	0	0	0	0	0
PPIAP30	0	0.213875641	0	0	0.105632195	0.110142382
AL451042.2	0	0.245578447	0	0.128569306	0	0
AC073863.1	0	0	0	0	0.096180893	0.100287537
LINC00494	0.050958803	0.056527648	0	0.019729529	0.018612497	0.106739579
AC105339.3	0	0	0.104315804	0.106532221	0	0
AC127070.3	0	0	0.295606603	0	0.142397686	0.296955305
AFAP1-AS1	0.026507577	0.359386619	0.05862103	0.008552366	0.137158625	0.042063206
HOXB8	0.049949802	0	0	0.120867983	0	0
GAGE12J	0	0	0	0	0	0
CHMP4A	0.074645249	0.06900215	0.023582375	0.12041717	0.090879584	0.023689969
CACNA1D	0.062593476	0.138867545	0.130514383	0.090877804	0.0828748	0.038737002
C20orf197	0.070738924	0.098086708	0.016761199	0.102703964	0	0
RPSAP17	0	0	0	0.065813507	0	0.064738274
GPR88	0.017193489	0.01589368	0	0.216343999	0.109897413	0.098219753
HHIPL2	0.018249137	0.050608567	0.017296131	0.10598175	0.033327118	0.052125133
AC103703.1	0.09055756	0	0.171656926	0.087652076	0	0
AC079465.1	0.042946826	0.039700092	0.027136038	0.096994107	0.104574362	0
AC012066.1	0.346049925	0.159944464	0	0	0	0
ZNF35	0.04517657	0.062641906	0.04281736	0.043727108	0.453765389	0.021506357
AC009314.1	0	0	0	0.382324516	0.360678351	0
AC105935.1	0.065189644	0.120522756	0.061785311	0.063098074	0.059525634	0.186201617
PSMC1P5	0.33920713	0	0	0	0	0
PDCD1	0.028631217	0.026466728	0.027136038	0	0.026143591	0.163559074
TMPRSS15	0.110114007	0.16540795	0.013045454	0.146548966	0.138251766	0.013104974
MRPL50P2	0.124563614	0	0	0	0	0
AC025809.1	0	0.198216889	0	0.415095189	0.097898409	0
RNU4-87P	0	0.676838158	0	0	0	0
PTH1R	0.02157372	0.03988554	0.040894194	0.125289241	0.137894993	0.082161547
GACAT2	0.22019436	0.407095811	0.069565123	0.213129559	0.067020916	0
AP003969.2	0.05278212	0.04879185	0	0	0	0.025126987
RPSAP8	0.067536178	0	0	0.196107963	0	0.064301346
MIR4761	0	0.676838158	0	0	0	0
AC018362.1	0.088319597	0.016328546	0.033482949	0.085485917	0.064516751	0.084089286
CHRNB2	0.10207355	0.04717845	0.019348613	0.088918725	0.046602439	0.126339791
MTND2P40	0.142781598	0	0	0	0	0
HIST2H2AB	0	0	0.107366549	0	0	0.107856408
RN7SL173P	0	0.380141979	0	0	0	0
ALOX12P2	0.063702559	0.049072263	0.100626474	0.030829351	0	0.11119414
LINC01293	0	0	0	0.045903101	0	0.090306313
RNA5SP441	0	0	0	0	0	0
AC010761.4	0.115239275	0	0.10922125	0.446167574	0	0
AC010320.2	0.053559021	0.148530051	0.101524123	0	0	0.050993663
C1QTNF7	0.129048172	0.168997383	0.081539346	0.124907741	0.039278602	0.040955684
AC092803.4	0.152869922	0.105984842	0.036221687	0.036991296	0.209381703	0.036386949
YWHAZP5	0	0.076028396	0.311804225	0.079607297	0.225300449	0.078306707
AC129510.2	0	0	0.329879832	0.168444425	0	0
AC055733.1	0.104964444	0	0	0	0	0
AC034159.2	0	0	0	0	0	0
AC067930.2	0	0	0	0.082900608	0	0
AL591212.2	0	0	0	0.226121893	0	0.222427612
GULOP	0.240800784	0	0	0	0	0.076422321
LIPC	0.096217407	0.122297279	0.056995464	0.17461937	0.03294658	0.034353303
SPEGNB	0	0	0.364381671	0.062020626	0.234036753	0
AL607035.1	0.909691849	0	0	0	0	0
AC006145.1	0.06794379	0.041871542	0.236117307	0	0.165441295	0.021563145
ACOXL	0.031341393	0.086916054	0	0.060671648	0.019078862	0.079573894
