Gene	C1	C2	C3	C4	C5	P1	P2	P3	P4	P5
MIR424	0	0	0	0	0	0	0	0	0.08	0
RNF165	1.15	0.75	0.72	0.89	0.51	0.71	0.31	1.37	0.27	0.54
DFNB59	0.57	0.7	1.03	0.74	1.03	0.71	0.71	0.53	0.42	0.48
C18orf56	0.14	0	0.23	0.14	0.12	0.13	0.06	0.14	0.01	0.66
WEE2	0.07	0.96	0.84	0.17	0.16	0.53	0.15	5.79	0.49	0.02
OAZ1	521.86	609.16	466.81	502.19	574.24	395.74	267.18	583.56	431.79	724.82
OAZ2	29.11	38.1	29.2	34.08	35.84	33.72	27.35	38.08	30.89	45.66
OCA2	4.6	1.66	1.24	1.7	2.14	1.67	1.79	2.17	3.14	3.01
ATP4A	0.04	0	0.08	0	0.03	0.36	0.02	0.11	0	0
OCRL	247.17	186.38	170.96	264.5	259.69	239.21	253.28	300.25	253.31	160.44
ODC1	204.55	182.74	250.41	214.37	262.87	256.39	147.43	216.49	257.28	256.69
ODF1	0	0	0	0	0	0	0	0.01	0	0
ODF2	35.16	31.71	29.59	33.12	23.57	35.43	34.74	29.75	30.28	30.81
OMD	0.82	2.25	0.49	1.53	0.63	0.81	1.13	1.18	1.37	1.04
ATP4B	0.07	0.08	0.33	0.09	0.05	0	0.03	0.04	0	0.2
OGDH	117.4	122.69	98.51	102.5	133.66	126.56	114.51	126.38	100.12	94.07
OGG1	11.3	7.17	9.09	9.33	9.79	9.3	10.2	13.09	11.49	14.63
OGN	0.81	1.18	0.99	1.34	1	0.85	1.71	1.83	0.76	0.78
FLJ25758	0	0	0	0.11	0	0	0.03	0	0	0
TIFAB	0	0	0	0.11	0.06	0	0	0.05	0	0
CLEC18B	1.15	0.21	0.12	0.06	0.35	0.56	0.34	0.5	1.14	0.16
BDNF-AS1	9.64	5.64	7.93	9.2	10.07	5.9	12.02	14.47	9.66	4.13
C18orf61	1.11	0.91	0.41	0.24	0.88	0.81	0.86	1.16	1.06	0.02
OLR1	3.17	4.2	4.25	6.54	16.79	1.2	5.01	14.56	3.7	9.54
OMG	5.52	6.68	4.45	4.32	4.31	9.49	7.96	5.94	6.99	2.75
OMP	0.25	0.16	0.41	0.03	0.11	0.15	0.22	0.24	0.22	0
OPA1	69.49	83.44	95.23	89.17	93.14	89.7	82.23	83.63	93.67	59.69
NCRNA00293	0	0	0	0	0.01	0	0	0	0	0
C18orf32	1.68	2.89	3.17	2.34	2.09	1.92	1.19	2.57	3.29	3.95
OPCML	0	0	0	0	0.11	0	0	0.2	0	0
ATP5A1	363.87	372.14	475.69	398.02	437.11	256.28	262.15	401.8	317.6	380.48
TNFRSF11B	31.65	18.26	186.73	15.42	105.07	26.41	59.32	11.9	9.66	7.36
OPHN1	150.35	107.43	115.12	120.12	155.5	140.4	165.11	200.85	139.79	79.48
OPRD1	0	0	0	0	0.09	0	0	0.07	0	0
ZNF295	61.89	42.48	47.63	57.67	61.22	59.31	70.34	69.56	78.17	47.51
SCAPER	24.51	40.1	21.89	22.59	21.82	41.86	33.63	34.64	37.82	24.57
WRAP73	6.86	9.52	8.08	6.1	7.56	10.17	7.07	9.04	7.87	7.82
OPRK1	0.11	0.08	0.06	0.14	0.07	0.08	0.03	0.12	0.11	0.38
CRNN	0	0	0	0	0.01	0.08	0.15	0.09	0.04	0
CLDN20	3.64	1.5	1.07	1.17	1.79	1.56	1.6	2.35	0.93	1.16
OPRL1	0.82	1.12	0.33	0.63	0.58	1.13	0.52	1.52	1.35	1.76
OPRM1	0	0.11	0.12	0.14	0.11	0	0.06	0.16	0	0
SIX6	0	0	0	0	0	0	0	0.02	0	0
OR1D2	0	0	0	0	0	0	0	0.05	0	0
OR1F1	0	0	0	0	0.02	0	0.03	0.04	0	0
OR2C1	0	0.05	0	0	0.02	0.23	0.09	0.09	0	0
OR3A1	0	0	0	0	0	0	0	0.01	0	0
OR3A2	0	0	0	0	0	0	0	0.01	0	0
ORC1	1.54	1.04	1.15	1.6	1.26	1.17	1.4	1.98	3.05	2.45
ORC2	17.45	22.3	19.08	19.16	19.83	21.09	20.46	18.43	24.05	19.12
ACO2	82.2	62.86	53.29	57	67.15	77.33	69.77	70.9	66.85	87.15
ORC4	582.43	439.28	483.17	491.14	533.41	586.55	822.39	613	546.46	236.9
ORC5	3.69	7.27	8.06	6.96	6.4	6.2	6	6.02	4.57	5.87
SLC22A18	14.83	5.05	9.83	6.29	8.31	3.61	7.64	11.97	5.54	11.95
SLC22A18AS	0.32	0.48	0.04	0.03	0.03	0.15	0.09	0.21	0.46	0
ORM1	6.56	0.11	0.08	0.46	0.06	11.37	0.12	0.1	0	7.34
ORM2	0.81	0.19	0.08	0.14	0.03	2.18	0.03	0.07	0.01	1
OSBP	74.66	79.11	69.72	80.36	88.68	68.57	74.9	78.21	67.61	43.12
OSM	7.09	37.22	3.65	16.17	15.06	8.12	6.76	22.11	4.7	15.43
OTC	0.04	0	0	0.14	0	0	0.15	0.1	0	0
ALDH7A1	22.59	20.83	23.74	16.47	17.01	23.97	24.08	24.56	21.2	15.51
CLDN11	85.95	30.48	41.53	45.36	63.52	79.87	51.9	84.28	111.55	48.95
OTX1	0.18	0.11	0.12	0	0.02	0.11	0.19	0.11	0.11	0
OTX2	0	0.27	0.08	0	0.02	0	0	2.11	0.35	0
OVGP1	0.88	0.51	0.76	0.71	0.83	0.34	0.59	1.28	0.76	0.4
OVOL1	0.07	0	0.12	0.09	0.15	0.55	1.84	0.48	0.19	0.48
OXA1L	82.06	90.34	56.63	97.6	111.85	71.13	73.99	81.48	82.12	99.48
OXCT1	13.9	14.76	20.88	15.59	13.61	11.94	11.77	14.98	19.55	15.55
OXT	0.5	0.37	0.33	0.23	0.43	0.04	0.12	0.14	0.16	0.48
OXTR	123.31	36.71	34.52	39.55	57.19	43.27	90.78	85	126.98	110.22
P2RX1	1.07	5.13	0.52	2.03	2.66	1.39	1.23	3.48	0.39	0.76
P2RX3	0	0	0	0	0	0	0	0.01	0	0
P2RX4	26.01	18.07	23.64	30.66	32.13	21.64	14.61	25.77	19.42	29.69
P2RX5	0.29	0.86	0.37	0.69	0.12	0.41	0.28	0.39	0.6	0.16
P2RX7	3.12	5.16	2.12	2.23	3.41	2.93	2.51	3.32	1.77	3.05
P2RY1	0.32	0.11	0.78	0.14	0.46	0.34	0.82	1.01	0	0.36
P2RY2	15.28	10.51	7.5	7.24	10.38	13.38	12.77	15.61	10.61	7.64
P2RY4	0.21	0.19	0	0.07	0.15	0	0.31	0.35	0	0
P2RY6	0	0.13	0.16	0	0.17	0.3	0.09	0.19	0.01	0
P2RY11	0.36	0	0.21	0	0.06	0.08	0.15	0.25	0	0.08
P4HA1	57.41	69.35	77.4	72.93	70.73	50.19	48.18	46.01	53.98	43.52
P4HB	981.52	947.59	710.13	979.38	892.06	617.83	681.78	714.22	610.56	710.21
MS4A13	0	0	0	0	0.01	0	0	0	0	0
LOC503519	0	0	0	0	0.04	0.15	0.11	0.05	0	0
A1BG-AS1	2.67	1.74	0.56	0.4	2.19	3.38	2.48	1.95	1.82	0.24
SPRN	5.8	4.2	4.6	4.14	5.8	4.55	5.83	9.49	4.01	4.55
FLJ35946	0.07	0	0	0.06	0.15	0	0.12	0.19	0.22	0.32
ARGFX	2.02	0.78	1.36	0.66	1.96	1.94	1.42	2.27	1.03	0.94
PA2G4	92.77	94.89	104.94	111.08	110.52	116.81	105.91	91.1	108.87	102.83
ARGFXP2	0.61	0.43	0.16	0.53	0.42	0.38	0.71	0.76	0.46	0.54
DPRXP4	0.2	0.05	0.21	0	0.05	0	0.03	0.19	0.03	0.1
LOH12CR2	6.04	4.76	3.3	2.44	5.9	7.07	5.2	10.11	3.73	3.69
PEBP1	165.86	162.8	184.36	172.67	160.66	157.31	94.4	151.86	149.83	222.79
DPRX	0	0	0	0	0	0	0	0.02	0	0
DUXA	5.54	3.9	3.5	4.46	4.66	4.12	3.95	5.03	4.72	3.53
OR8U8	0	0	0	0	0	0	0	0.02	0	0
OR9G9	0	0	0	0	0	0	0	0.04	0	0
PABPC3	0.05	0.11	0	0.06	0.04	0.04	0.03	0.09	0	0
FURIN	35.45	39.09	26.4	32.32	40.44	39.47	36.04	64.08	31.49	29.43
PCSK6	328.78	187.34	262.65	165.44	286.58	157.05	190.77	274.09	156.82	124.92
PAEP	0	0	0	0	0	0	0	0.01	0	0
PAFAH1B1	120.23	126.06	136.9	132.61	150.4	140.25	133.9	148.64	152.69	103.77
RRM2B	25.29	48.9	52.24	36.59	39.27	31.71	37.8	37.09	47.56	28.54
SMARCAL1	18.22	13.98	11.75	11.77	11.52	17.26	15	16.05	13.59	11.91
G0S2	116.99	266.29	151.59	161.51	171.64	112.69	111.98	202.08	104.79	176.57
PLA2G3	0	0.21	0.23	0.13	0.45	0.11	0.12	0.14	0	0
MINK1	63.91	48.95	29.92	47.04	48.27	52.44	42.21	49.14	46.03	45.02
CD207	0.11	0	0	0.06	0.16	0.08	0.09	0.16	0.19	0
PAFAH1B2	110.51	130.87	140.28	148.27	153.31	123.05	135.63	153.52	148.89	121.77
PAFAH1B3	7.9	9.33	7.03	6.56	8.23	9.04	5.71	7.9	8.14	16.56
DUOX2	72.24	200.68	69.84	232.27	321.66	28.76	86.72	132.61	28.77	27.16
NOX4	0.16	0.11	0.37	0.06	0.36	0.24	0.23	1.18	0.51	0.2
NOX3	0	0	0	0	0	0.19	0	0.01	0	0
COL5A3	1	1.44	1.94	1.44	1.18	2.03	2.02	3.22	0.22	1.08
PAFAH2	9.37	12.27	8.76	8.82	10.81	10.75	7.82	11.69	8.35	13.37
SYCP3	0.48	0.21	0.49	0.4	0.22	0	0.46	0.21	0.35	0.16
PODXL2	7.43	8.8	2.76	6.67	8.48	6.69	4.69	5.91	7.72	7.6
44166	0	0	0	0	0	0	0	0.02	0	0
CHST11	47.74	56.6	51.5	57.57	58.64	83.5	60.32	52.15	42	28.82
PRDX1	125.86	136.57	188.36	154.58	161.36	122.63	91.27	117.82	138.72	131.31
PAH	0.16	0	0	0	0	0.13	0.03	0.05	0	0.18
SERPINE1	2562.5	907.72	2166.27	1977.48	1636.95	1773.8	1832.41	2316.94	1837.79	1638.03
SERPINB2	6.91	5.96	26.23	7.27	18.85	12.42	6.36	17.87	2.83	4.71
PAK1	54.56	61.63	49.64	54.07	54.96	77.67	61.53	71.72	68.59	62.98
ATP5B	264.13	244.24	354.42	275.2	293.99	263.5	201.67	255.01	257.37	300.61
IL20	0	0	0.04	0.06	0.06	0	0	0.07	0	0
UBQLN3	0.45	0.19	0.21	0.31	0.21	0.38	0.37	0.4	0.11	0.2
GALNT9	0.29	0.16	0.33	0.14	0.37	0.19	0.37	0.82	0	0.12
IL21R	1.4	2.38	1.22	1.61	2.79	1.39	1.85	2.26	1.18	1.32
IL22	0	0.21	0	0	0	0	0	0.02	0	0
ATP6V0A4	0.18	0.05	0	0	0.02	0	0.25	0.02	0	0
ITSN2	72.39	55.69	64.96	61	47.48	74.81	89.14	62.7	62.75	44.6
DEF6	3.26	10.32	1.69	3.93	7.25	3.65	5.45	10.98	4.69	3.79
PAK2	290.46	267.12	335.07	360.89	372.43	340.4	335.33	362.97	297.79	168.53
CYHR1	15.3	17.62	14.55	12.89	17.6	20.51	15.57	21.7	15.54	26.5
GEMIN4	9.19	12.51	12.55	5.8	9.52	11.17	10.14	9.48	9.51	8.4
PAK3	2.26	2.54	2.95	2.3	3.37	4.19	3.38	5.24	5.47	7.64
CALY	0	0	0	0	0.02	0	0	0.02	0	0
ANO7	3.64	0.37	0.68	0.53	1.08	1.28	2.28	1.91	1.38	0.64
PALM	1.34	0.32	0.56	0.09	0.52	1.2	1.08	1.33	1.76	0.44
PNPLA8	104.45	140.37	180.86	167.67	167.59	129.23	114.32	131.12	156.73	131.19
ARHGEF4	11.95	10.56	6.2	20.67	15.66	10.77	11.15	15.81	12.36	25.94
ARHGEF3	23.91	18.34	19.12	21.06	20.51	29.06	24.02	25.5	22.42	12.97
SLC45A1	7.74	4.6	5.13	5.47	6.2	7.84	4.98	7.33	6.04	5.35
PCA3	0.81	0.99	2.14	0.96	2.63	0.92	1.37	1.78	0.38	0.1
PAM	506.57	743.99	728.47	836.7	828.77	511.85	594.9	737.62	682.52	520.41
CNTN3	2.27	2.49	13.27	4.22	4.98	11.37	6.46	7.03	6.25	1.3
NEUROG3	0	0	0	0	0	0	0	0.07	0	0
REG3A	0.21	0.27	0.29	0	0.06	0	0.09	0.05	0	0
PAPPA	300.08	256.86	420.49	265.37	380.21	889.11	628.97	380.83	180.73	140.91
RDH8	0	0.32	0	0	0.01	0	0	0.06	0	0
PARK2	19.01	12.94	11.77	14.96	19	17.09	20.97	27.91	19.78	15.31
DCAF8	96.73	97.4	101.93	80.6	96.54	106.45	117.34	109.05	84.82	82.64
PARN	35.27	33.66	41.71	28.85	28.98	32.65	36.95	29.29	34.48	33.01
PAWR	16.32	10.03	13.77	10.44	11.51	22.78	14.58	16.17	19.19	17.24
PAX1	0	0	0	0	0.06	0	0	0.11	0.38	0
PAX2	0	0	0	0	0	0	0.06	0.1	0	0
PAX3	0	0	0	0	0.03	0	0	0.06	0	0.16
PAX4	0	0	0	0	0	0	0	0.02	0	0
PAX5	0.18	1.34	0.04	0.73	0.33	0.79	0.31	0.48	0.46	0.76
PAX6	1.79	2.94	2.53	2.07	1.77	1.69	1.79	2.91	2.19	0.76
KCNK4	0	0	0.04	0	0	0.04	0	0.07	0.08	0
MYEF2	20.01	13.29	16.05	14.66	17.64	12.93	23.31	21.39	18.41	10.9
IRX4	0	0	0	0	0.02	0	0	0.06	0	0
ASAP1	181.12	238.06	184.54	264.96	257.18	232.35	297.54	238.18	166.44	122.65
AK3	49.1	57.11	55.25	77.27	73.99	80.38	73.38	81.4	72.72	61.92
HP1BP3	236.02	235.36	174.98	250.73	320.06	233.14	276.9	278.61	251.31	209.8
PAX7	0.07	0	0	0	0.15	0	0	0.06	0.14	0
HDGFRP3	19.15	24.36	22.24	22.88	19.76	28.1	25.32	22.3	27.38	24.83
COPS7A	51.63	55.13	50.74	47.77	54.59	51.28	38.14	53.77	44.67	57.09
NSDHL	48.33	102.4	82.91	87.74	90.03	41.84	39.42	49.18	32.44	42.27
PDCL	9.12	11.82	9.87	10.93	8.88	6.86	10.01	11.07	9.84	12.53
PAX9	0	0	0	0	0.04	0	0	0	0	0
TAS2R3	0.36	0.05	0.12	0	0.43	0.41	0.09	0.5	0.27	0.52
TAS2R4	0.07	0	0.12	0.43	0.15	0	0.09	0.45	0.18	0
TAS2R16	0	0	0	0	0	0	0	0.05	0	0
TAS2R1	0	0	0	0	0.04	0	0	0.04	0	0
TAS2R9	0.07	0.16	0.04	0.06	0.12	0	0.17	0	0	0
TAS2R8	0.18	0.05	0.21	0	0.15	0.28	0.15	0.07	0.05	0.08
TAS2R7	0.5	0	0	0	0.14	0.19	0.12	0.05	0.26	0
TAS2R13	3.87	2.25	2.91	2	3.7	3.95	3.01	3.34	2.51	2.87
TAS2R10	0.99	0.72	0.52	0.17	0.98	0.94	0.46	0.3	0.57	0.2
TAS2R14	2.78	4.17	2.56	2.77	2.65	3.5	3.8	3.04	2.14	2.63
DHH	0.81	0.27	0.29	0.14	0.8	1.07	1.43	1.07	0.49	0.94
F11R	179.71	161.62	155.05	201.56	168.65	125.19	118.64	208	146.74	161.16
TRAT1	0	2.78	0.45	1.14	1.26	0.23	0.8	0.94	1	0.34
VILL	4.68	5.16	2.74	1.5	4.48	4.61	3.66	4.97	3.62	6.15
C6orf48	11.59	13.9	8.7	9.72	17.2	14.85	12.84	20.21	17.56	21.07
PARD6A	2.99	3.05	1.17	1.14	2.04	1.75	1.4	2.16	2.7	3.55
CLEC4A	0.29	3.18	0.66	0.97	1.74	0.98	1.1	2.1	0.24	0.6
SPOCK3	5.05	9.68	8.96	3.16	8.03	0.6	2.56	2.24	3.44	2.35
STMN3	63.47	26.6	28.52	33.28	64.43	39.87	24.16	77.32	67.31	104.71
RNF141	36.95	58.82	58.77	59.35	52.41	47.84	42.32	52.63	50.39	41.31
NTM	0	0	0.08	0	0.02	0	0	0.02	0	0
HEBP1	25.11	24.04	33.06	29.35	28.53	19.17	22.48	28.54	23.16	13.57
PBX1	51.09	87.94	67.49	68.67	83.93	114.72	96.46	60.72	75.48	61.88
PBX2	71.62	53.74	42.72	39.49	58.7	58.2	60.05	63.55	50.35	22.87
ATP5C1	124.51	153.71	197.49	165.67	178.09	170.42	121.6	144.82	147.21	175.31
PBX3	10.84	12.57	10.98	15.03	12	16.99	14.16	16.2	14.69	14.49
PC	27.37	24.06	19.14	17.47	34.56	26.3	26.91	39.76	41.19	37.94
PCBD1	14.83	15.24	16.61	15.05	14.63	14.79	9.09	13.2	13.25	21.21
PCBP1	132.56	69.03	88.84	70.31	90.55	98.72	107.67	90.43	86.7	53.68
CDON	3.85	3.07	3.17	3.71	3.44	2.74	2.56	5.6	3.55	3.03
IMPG2	1.99	0.7	1.15	0.89	1.89	0.83	2.02	2.63	1.52	0.44
PCBP2	305.8	230.63	228.98	227.37	343.63	303.97	306.82	368	322.73	148.41
PDE11A	0.5	0.75	0.33	0.21	0.47	0.6	0.25	0.91	0.05	0.3
FOXP3	0.07	0.16	0.08	0.64	0.11	0	0.22	0.25	0	0.36
SHANK1	0.54	0.11	0.27	0.11	0.57	0.6	0.59	0.7	1.03	0.82
TBX22	0	0	0	0.01	0	0	0	0	0	0
PCCA	18.81	29.68	29.78	25.63	20.34	19.55	22.14	18.21	22.38	18.02
PCCB	62.12	71.87	74.99	68.43	87.95	69.08	53.12	73.25	57.35	78.59
SOST	0	0	0	0	0	0.15	0.03	0.07	0	0
PCDH1	0.11	0.59	0.08	0.23	0.06	0.04	1.36	1.17	0.14	0
PCDHGC3	3.44	3.5	3.69	3.71	5.34	5.36	3.76	7.55	6.57	2.31
PCDH7	10.26	5.91	25.49	20.55	10.71	10.32	28.16	41.5	12.53	13.51
TMED5	140.99	203.17	223.72	255.86	223.51	178.39	192.31	185.33	176.43	126.26
ACOX1	170.12	211.54	180.86	255.26	237.16	146.52	149.76	226.26	158.38	178.68
PCDH8	0	0	0.08	0	0	0	0	0.02	0	0
SLC35B3	8.78	9.49	10.18	7.97	9.67	9.15	10.21	8.42	10.34	6.63
MTERFD1	7.15	9.71	12.01	9.53	11.44	10.85	7.45	10.02	6.79	4.61
TPRKB	5.02	6.07	9.01	5.87	5.79	5.21	4.98	3.49	4.77	5.79
MED31	4.1	6.1	7.52	7	8	6.49	3.98	4.73	5.11	8.08
COQ6	9.15	13.66	11.27	8.97	12.13	11.07	8.52	14.46	10.76	14.35
AMDHD2	9.26	7.38	6.78	5.77	9.06	8.82	6.5	12.63	5.64	10.22
SLC35C2	47.67	44.44	31.12	36.81	51.95	41.09	35.1	42.93	42.06	50.25
ASCC1	23.81	32.51	26.3	30.42	32.49	32.14	31.7	27.41	26.58	24.69
DERL2	18.04	27.89	27.97	23.42	21.75	18.74	16.86	19.69	22.86	21.59
PCDH9	11.5	4.65	9.62	8.14	11.47	24.27	17.22	15.44	21.02	10.26
EXOSC3	9.33	12.65	12.96	13.67	13.82	10.36	13.47	13.1	14.69	14.73
FAHD2A	4.68	5.69	6.29	5.49	9.25	9.15	7.14	10.78	9.53	10.84
SLMO2	23.38	36.9	35.57	44.38	34.21	31.65	34.99	31.13	31.26	22.77
EXOSC1	9.85	12	10.16	8.19	9.72	10.06	7.16	10.17	11.45	13.63
TMED7	49.82	79.59	78.68	104.92	87.5	53.1	75.83	67.81	83.72	77.65
ISOC1	12.45	12.14	15.85	13.35	12.21	12.89	13.62	10.97	16.03	16.12
FAM158A	1.02	2.33	3.38	1.24	3.16	2.2	2.05	1.83	1.8	4.11
RRP15	30.83	26.79	36.13	22.1	34.55	32.27	31.04	37.15	27.82	15.23
CCDC53	20.98	23.53	26.36	30.12	23.15	28.01	21.89	18.71	22.87	29
HDDC2	18.06	26.2	27.55	19.8	24.01	23.18	20.41	23.41	28.24	25
MRPS16	52.88	55.34	59.85	53.17	67.77	48.08	40.31	58.49	47.94	58.73
GLRX2	3.46	3.48	8.08	5.27	6.38	2.88	3.49	5.97	5.19	5.89
MRPS18C	10.34	12.67	20.55	16.25	11.56	14.79	9.16	9.01	14.31	17.28
FIS1	85.64	97.29	103.08	89.64	91.87	71.43	45.22	83.34	59.21	129.55
PAM16	0.93	0.91	0.84	0.19	0.62	0.41	0.09	0.78	0.08	0.8
GOLT1B	16.46	26.31	34.58	32.76	33.56	21.3	26.97	23.8	24.62	19.96
BOLA1	2.94	2.99	2.35	2.17	3.19	2.56	1.37	3.12	2.52	4.95
VPS36	33.68	46.41	39.07	35.69	38.33	38.57	54.31	41.25	45.43	40.65
PPPDE1	46.59	53.07	63.39	71.7	70.59	61.52	54.04	61	61.64	57.83
FAM18B1	8.83	16.95	19.12	14.17	15.04	10.62	11.14	11.15	12.57	11.28
GLOD4	20.03	33.15	28.07	23.96	32.09	23.83	21.63	25.23	24.16	27.9
CELA2B	0.2	1.31	0.89	1.1	1.4	0.73	1.56	1.49	0.54	0.34
UBXN1	37.53	33.47	38.91	27.98	30.68	36.5	32.35	36.32	32.99	50.17
SERPINA5	3.03	14.81	4.12	1.31	4.48	4.45	13.44	5.61	3.22	2.99
ZNF593	10.59	7.33	19.91	7.59	8.27	14.1	8.93	13.24	8.2	15.03
ZBTB7B	41.33	37.97	21.16	28.36	36.62	46.97	33.79	47.67	42.06	56.73
ST8SIA3	0.23	0	0.54	0.5	0.13	0.34	0.37	0.11	0.14	0
PCK1	0.56	1.93	0.37	0.66	1.45	0.19	0.97	2.68	1.3	1.36
PI15	0	0.32	0.58	0.11	0.06	0.19	4.2	1.69	0	0.06
GMNN	3.12	4.76	4.02	5.43	5.16	4.62	4.04	3.68	3.81	3.91
PLEKHA8P1	3.15	3.05	2.89	1.57	2.18	1.24	1.39	1.98	2.03	1.28
LAP3	39.12	56.04	47.38	48.81	46.26	35.38	32.21	49.6	39.25	44.36
WDPCP	12.54	12.25	12.98	12.23	14.04	10.7	10.44	15.38	11.61	9.28
ZNF691	2.6	2.19	1.55	1.3	2.7	2.93	2.38	2.99	2.43	3.83
FAM135B	0	0	0	0	0.09	0	0	0.07	0	0
PCK2	5.03	3.4	5.56	2.56	6.21	4.42	4.74	6.17	4.02	5.65
TXNDC12	55.12	67.24	64.28	68.5	78.48	56.99	50.39	75.05	66.69	72.06
TXNDC11	41.36	39.17	33.78	39.71	56.73	38.97	32.41	47.47	40.86	36.08
ATL1	2.49	2.57	2.62	2.8	1.76	3.18	3.72	2.4	3.24	3.09
CALHM2	5.41	3.85	4.84	3.94	5.46	8.8	7.88	7.32	9.67	5.29
RPS27L	34.41	45.96	51.97	51.92	31.81	34.96	32.55	30.12	50.01	47.32
C3orf32	0.86	0.05	0	0.1	0.37	0.23	0.54	0.27	0.41	0.24
YARS2	20.56	19.57	20.73	21.05	24.08	16.64	14.58	24.11	21.86	17.52
NMD3	22.25	30.69	43.94	28.46	34.56	31.79	30.01	28.31	32.64	19.32
MRPL2	10.41	10.85	9.38	9.07	9.59	7.48	7.67	9.43	8.67	13.13
NOSIP	39.84	38.42	38.83	34.93	56.83	43.55	26.66	50.89	40	62.22
DERA	44.55	40.48	47.13	52.82	36.84	49.66	48.55	47.62	74.71	77.93
MEMO1	40.75	50.91	57.91	57.77	56.92	44.62	41.01	43.72	42.29	40.63
MRPL4	40.9	35.48	33.65	29.68	42.07	34.1	21.88	38.17	31.87	41.99
APIP	9.98	12.57	13	12.95	7.71	11.79	11	10.38	12.17	14.15
TMX2	48.76	56.47	62.36	59.01	67.85	53.27	41.16	54.33	47.8	59.85
CUTC	3.01	4.36	7.67	3.76	4.63	4.83	3.38	4.7	3.44	3.23
FCF1	19.74	20.32	20.46	22.76	23.13	21.26	21.23	23.17	19.77	13.03
THAP4	82.63	49.52	48.31	64.94	64.32	87.88	51.33	64.06	58.34	64.46
NDUFA13	86.9	110.02	127.13	89.69	103.33	101	43.97	84.8	75.71	164.54
PCM1	197.26	172.37	204.33	196.88	194.69	202.33	204.47	215.25	226.72	138.57
MRPS7	39.52	44.89	53.44	34.13	44.07	40.11	23.44	40.13	37.8	50.63
POLR1D	47.17	41.49	39.44	45.81	39.75	43.7	39.03	46.48	48.8	48.39
GAL	0.63	0.29	0.62	1.07	0.43	1.02	0.39	0.43	0.22	0.64
CRYL1	5.39	5.35	4.99	3.11	4.51	4.34	4.89	5.42	4.78	7.42
MLXIPL	9.73	11.07	2.95	10.79	10.51	1.02	2.53	3.53	1.14	2.14
TNNI3K	0.04	0	0.04	0	0.04	0	0	0	0.19	0.2
YBX2	0	0	0.04	0	0.02	0	0	0.12	0	0
KLHL5	188.79	150.07	102.44	218.17	125.59	95.19	152.26	162.73	135.18	113.29
PLLP	0.29	0.27	0.16	0.26	0.19	0.26	0.68	0.35	0.11	0.12
SEPSECS	5.18	12.14	10.41	11.34	10.02	5.92	9.36	7.63	7.75	9.42
SIDT2	38.59	45.48	17.74	26.39	43.66	27.2	61.6	52.03	23.83	28.72
RRNAD1	11.32	9.33	5.91	6.36	8.07	10.86	9.24	10.93	10.09	11.75
ADIPOR1	72.53	140.37	60.59	80.8	96.68	87.63	77.03	101.96	92.16	95.37
TRNT1	11.77	17.16	21.62	18.02	18.29	16.18	21.37	17.24	15.51	10.48
UTP18	20.65	22.32	34.62	22.99	24.73	25.45	22.17	23.2	23.48	24.05
SCCPDH	40.11	56.33	63.74	51.37	51.76	43.06	38.97	44.88	48.87	56.04
IFT52	19.24	18.13	22.61	23	19.82	20.23	18.84	22.56	24.98	19.88
ABHD5	127.81	199.85	160.21	224.22	230.4	118.29	132.53	190.35	117.34	96.05
PCMT1	32.1	37.43	44.95	42.46	41.28	30.19	31.07	31.22	40.89	33.83
SH3GLB1	143.31	138.33	170.39	169.39	171.7	156.34	153.08	173.19	163.47	96.07
FAM164A	4.3	5.43	5.79	4.32	5.4	7.73	5.68	5.37	9.23	6.05
MECR	10.3	12.38	14.82	9.86	10.48	10.56	7.51	9.88	8.36	11.69
NDUFAF1	11.43	15.61	16.4	13.33	11.35	10.88	9.9	11.17	11.63	9.94
FAM108B1	13.4	9.14	13.46	14.67	17.15	12.16	10.69	16.01	15.73	13.23
PHF20L1	73.82	82.27	86.47	71.54	110.08	87.67	96.59	88.08	97.66	68.61
TFB1M	8.33	5.37	7.48	3.83	5.05	5.3	4.8	6.22	6.08	6.92
APH1A	68.48	69.65	70.19	64.41	89.65	67.54	48.24	86.4	73.15	115.3
METTL9	38.69	51.63	54.53	58.08	61.04	41.41	37.52	64.41	55.84	56.42
RDH11	75.67	123.63	126.97	110.12	119.14	87.54	78.44	85.11	81.38	81.74
PCNA	10.52	18.23	18.05	19	15.72	13.61	13.79	11.3	17.7	20.37
LACTB2	2.36	5.21	5.52	4.24	4.19	4.66	2.51	3.4	4.67	3.83
SUV420H1	59.19	53.39	59.64	57.27	58.45	66.3	66.93	51.4	62.63	34
TTC15	71.6	76.76	37.71	63.18	65.82	48.87	44.17	59.4	51.89	60.71
ZDHHC9	151.89	136.68	112.5	187.75	151.28	107.03	95.44	156.95	136.7	144.14
FAM82B	27.26	31.04	30.97	31.46	29.67	26.64	28.7	31.66	24.48	25.66
MRPS2	14.42	16.23	11.62	11.92	11.72	11.84	11.49	11.19	12.41	12.15
COQ4	20.49	21.31	16.38	17.1	22.53	19.57	12.7	22.74	16.27	31.49
UTP11L	22.07	25.96	35.61	29.02	31.01	27.54	26.01	34.43	30.38	24.51
SBDS	74.84	58.98	43.75	72.86	69.23	70.34	70.75	63.26	76.28	72.58
RPL26L1	14.76	20.13	22.03	20.29	16.06	17.18	14.52	13.37	19.1	24.31
COMMD2	20.46	30.35	27.88	29.78	30.96	29.44	23.84	25.77	32.6	24.31
